@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
574,616,18,2987,556,0.843071,0.971609,0.170969,0.971609,0.829031,0.290772,0.862581,1.126397,0
575,616,18,2986,557,0.842789,0.971609,0.171016,0.971609,0.828984,0.29084,0.862341,1.12671,0
576,616,18,2985,558,0.842506,0.971609,0.171064,0.971609,0.828936,0.290909,0.862102,1.127023,0
577,616,18,2984,559,0.842224,0.971609,0.171111,0.971609,0.828889,0.290978,0.861863,1.127336,0
578,616,18,2983,560,0.841942,0.971609,0.171159,0.971609,0.828841,0.291047,0.861623,1.127649,0
579,616,18,2982,561,0.84166,0.971609,0.171206,0.971609,0.828794,0.291115,0.861384,1.127963,0
580,616,18,2981,562,0.841377,0.971609,0.171254,0.971609,0.828746,0.291184,0.861144,1.128276,0
581,616,18,2980,563,0.841095,0.971609,0.171301,0.971609,0.828699,0.291253,0.860905,1.12859,0
582,616,18,2979,564,0.840813,0.971609,0.171349,0.971609,0.828651,0.291322,0.860666,1.128904,0
583,616,18,2978,565,0.840531,0.971609,0.171397,0.971609,0.828603,0.291391,0.860426,1.129218,0
584,616,18,2977,566,0.840248,0.971609,0.171444,0.971609,0.828556,0.29146,0.860187,1.129532,0
585,616,18,2976,567,0.839966,0.971609,0.171492,0.971609,0.828508,0.291529,0.859947,1.129847,0
586,616,18,2975,568,0.839684,0.971609,0.17154,0.971609,0.82846,0.291598,0.859708,1.130162,0
587,616,18,2974,569,0.839402,0.971609,0.171588,0.971609,0.828412,0.291667,0.859469,1.130476,0
588,616,18,2973,570,0.839119,0.971609,0.171636,0.971609,0.828364,0.291736,0.859229,1.130791,0
589,616,18,2972,571,0.838837,0.971609,0.171683,0.971609,0.828317,0.291805,0.85899,1.131106,0
590,615,19,2972,571,0.838837,0.970032,0.171452,0.970032,0.828548,0.2914,0.85875,1.129585,0
591,615,19,2971,572,0.838555,0.970032,0.1715,0.970032,0.8285,0.291469,0.858511,1.1299,0
592,615,19,2970,573,0.838273,0.970032,0.171548,0.970032,0.828452,0.291538,0.858271,1.130215,0
593,615,19,2969,574,0.83799,0.970032,0.171596,0.970032,0.828404,0.291607,0.858032,1.130531,0
594,615,19,2968,575,0.837708,0.970032,0.171644,0.970032,0.828356,0.291677,0.857793,1.130846,0
595,615,19,2967,576,0.837426,0.970032,0.171692,0.970032,0.828308,0.291746,0.857553,1.131162,0
596,615,19,2966,577,0.837144,0.970032,0.17174,0.970032,0.82826,0.291815,0.857314,1.131478,0
597,615,19,2965,578,0.836861,0.970032,0.171788,0.970032,0.828212,0.291884,0.857074,1.131794,0
598,615,19,2964,579,0.836579,0.970032,0.171836,0.970032,0.828164,0.291953,0.856835,1.13211,0
599,615,19,2963,580,0.836297,0.970032,0.171884,0.970032,0.828116,0.292023,0.856596,1.132426,0
600,615,19,2962,581,0.836015,0.970032,0.171932,0.970032,0.828068,0.292092,0.856356,1.132743,0
601,615,19,2961,582,0.835732,0.970032,0.17198,0.970032,0.82802,0.292162,0.856117,1.13306,0
602,615,19,2960,583,0.83545,0.970032,0.172028,0.970032,0.827972,0.292231,0.855877,1.133377,0
603,615,19,2959,584,0.835168,0.970032,0.172076,0.970032,0.827924,0.2923,0.855638,1.133694,0
604,615,19,2958,585,0.834886,0.970032,0.172124,0.970032,0.827876,0.29237,0.855399,1.134011,0
605,615,19,2957,586,0.834603,0.970032,0.172172,0.970032,0.827828,0.292439,0.855159,1.134329,0
606,615,19,2956,587,0.834321,0.970032,0.172221,0.970032,0.827779,0.292509,0.85492,1.134646,0
607,615,19,2955,588,0.834039,0.970032,0.172269,0.970032,0.827731,0.292578,0.85468,1.134964,0
608,615,19,2954,589,0.833757,0.970032,0.172317,0.970032,0.827683,0.292648,0.854441,1.135282,0
609,615,19,2953,590,0.833474,0.970032,0.172365,0.970032,0.827635,0.292718,0.854202,1.1356,0
610,615,19,2952,591,0.833192,0.970032,0.172414,0.970032,0.827586,0.292787,0.853962,1.135919,0
611,615,19,2951,592,0.83291,0.970032,0.172462,0.970032,0.827538,0.292857,0.853723,1.136237,0
612,615,19,2950,593,0.832628,0.970032,0.172511,0.970032,0.827489,0.292927,0.853483,1.136556,0
613,615,19,2949,594,0.832345,0.970032,0.172559,0.970032,0.827441,0.292997,0.853244,1.136875,0
614,615,19,2948,595,0.832063,0.970032,0.172607,0.970032,0.827393,0.293066,0.853005,1.137194,0
615,614,20,2948,595,0.832063,0.968454,0.172375,0.968454,0.827625,0.29266,0.852765,1.135664,0
616,614,20,2947,596,0.831781,0.968454,0.172423,0.968454,0.827577,0.292729,0.852526,1.135982,0
617,614,20,2946,597,0.831499,0.968454,0.172472,0.968454,0.827528,0.292799,0.852286,1.136302,0
618,614,20,2945,598,0.831216,0.968454,0.17252,0.968454,0.82748,0.292869,0.852047,1.136621,0
619,614,20,2944,599,0.830934,0.968454,0.172569,0.968454,0.827431,0.292939,0.851808,1.13694,0
620,614,20,2943,600,0.830652,0.968454,0.172617,0.968454,0.827383,0.293009,0.851568,1.13726,0
621,614,20,2942,601,0.83037,0.968454,0.172666,0.968454,0.827334,0.293079,0.851329,1.13758,0
622,614,20,2941,602,0.830087,0.968454,0.172714,0.968454,0.827286,0.293149,0.851089,1.1379,0
623,614,20,2940,603,0.829805,0.968454,0.172763,0.968454,0.827237,0.293219,0.85085,1.13822,0
624,614,20,2939,604,0.829523,0.968454,0.172812,0.968454,0.827188,0.293289,0.85061,1.13854,0
625,614,20,2938,605,0.829241,0.968454,0.17286,0.968454,0.82714,0.293359,0.850371,1.138861,0
626,614,20,2937,606,0.828959,0.968454,0.172909,0.968454,0.827091,0.293429,0.850132,1.139181,0
627,613,21,2937,606,0.828959,0.966877,0.172676,0.966877,0.827324,0.293021,0.849892,1.137647,0
628,612,22,2937,606,0.828959,0.9653,0.172443,0.9653,0.827557,0.292613,0.849653,1.136111,0
629,612,22,2936,607,0.828676,0.9653,0.172492,0.9653,0.827508,0.292683,0.849413,1.136431,0
630,612,22,2935,608,0.828394,0.9653,0.17254,0.9653,0.82746,0.292753,0.849174,1.136751,0
631,612,22,2934,609,0.828112,0.9653,0.172589,0.9653,0.827411,0.292823,0.848935,1.137072,0
632,612,22,2933,610,0.82783,0.9653,0.172638,0.9653,0.827362,0.292893,0.848695,1.137393,0
633,612,22,2932,611,0.827547,0.9653,0.172686,0.9653,0.827314,0.292963,0.848456,1.137714,0
634,612,22,2931,612,0.827265,0.9653,0.172735,0.9653,0.827265,0.293033,0.848216,1.138035,0
635,612,22,2930,613,0.826983,0.9653,0.172784,0.9653,0.827216,0.293103,0.847977,1.138356,0
636,612,22,2929,614,0.826701,0.9653,0.172833,0.9653,0.827167,0.293174,0.847738,1.138677,0
637,612,22,2928,615,0.826418,0.9653,0.172881,0.9653,0.827119,0.293244,0.847498,1.138999,0
638,612,22,2927,616,0.826136,0.9653,0.17293,0.9653,0.82707,0.293314,0.847259,1.139321,0
639,612,22,2926,617,0.825854,0.9653,0.172979,0.9653,0.827021,0.293384,0.847019,1.139643,0
640,612,22,2925,618,0.825572,0.9653,0.173028,0.9653,0.826972,0.293455,0.84678,1.139965,0
641,612,22,2924,619,0.825289,0.9653,0.173077,0.9653,0.826923,0.293525,0.846541,1.140288,0
642,612,22,2923,620,0.825007,0.9653,0.173126,0.9653,0.826874,0.293596,0.846301,1.14061,0
643,611,23,2923,620,0.825007,0.963722,0.172892,0.963722,0.827108,0.293186,0.846062,1.139069,0
644,610,24,2923,620,0.825007,0.962145,0.172658,0.962145,0.827342,0.292777,0.845822,1.137526,0
645,610,24,2922,621,0.824725,0.962145,0.172707,0.962145,0.827293,0.292847,0.845583,1.137848,0
646,610,24,2921,622,0.824443,0.962145,0.172756,0.962145,0.827244,0.292917,0.845344,1.138171,0
647,610,24,2920,623,0.82416,0.962145,0.172805,0.962145,0.827195,0.292988,0.845104,1.138493,0
648,610,24,2919,624,0.823878,0.962145,0.172853,0.962145,0.827147,0.293058,0.844865,1.138816,0
649,610,24,2918,625,0.823596,0.962145,0.172902,0.962145,0.827098,0.293128,0.844625,1.139138,0
650,610,24,2917,626,0.823314,0.962145,0.172952,0.962145,0.827048,0.293199,0.844386,1.139461,0
651,610,24,2916,627,0.823031,0.962145,0.173001,0.962145,0.826999,0.293269,0.844147,1.139784,0
652,610,24,2915,628,0.822749,0.962145,0.17305,0.962145,0.82695,0.29334,0.843907,1.140108,0
653,610,24,2914,629,0.822467,0.962145,0.173099,0.962145,0.826901,0.29341,0.843668,1.140431,0
654,610,24,2913,630,0.822185,0.962145,0.173148,0.962145,0.826852,0.293481,0.843428,1.140755,0
655,610,24,2912,631,0.821902,0.962145,0.173197,0.962145,0.826803,0.293551,0.843189,1.141079,0
656,610,24,2911,632,0.82162,0.962145,0.173246,0.962145,0.826754,0.293622,0.842949,1.141403,0
657,610,24,2910,633,0.821338,0.962145,0.173295,0.962145,0.826705,0.293693,0.84271,1.141727,0
658,610,24,2909,634,0.821056,0.962145,0.173345,0.962145,0.826655,0.293764,0.842471,1.142052,0
659,610,24,2908,635,0.820773,0.962145,0.173394,0.962145,0.826606,0.293834,0.842231,1.142376,0
660,610,24,2907,636,0.820491,0.962145,0.173443,0.962145,0.826557,0.293905,0.841992,1.142701,0
661,610,24,2906,637,0.820209,0.962145,0.173493,0.962145,0.826507,0.293976,0.841752,1.143026,0
662,610,24,2905,638,0.819927,0.962145,0.173542,0.962145,0.826458,0.294047,0.841513,1.143351,0
663,610,24,2904,639,0.819644,0.962145,0.173591,0.962145,0.826409,0.294118,0.841274,1.143677,0
664,610,24,2903,640,0.819362,0.962145,0.173641,0.962145,0.826359,0.294189,0.841034,1.144002,0
665,610,24,2902,641,0.81908,0.962145,0.17369,0.962145,0.82631,0.29426,0.840795,1.144328,0
666,610,24,2901,642,0.818798,0.962145,0.17374,0.962145,0.82626,0.294331,0.840555,1.144654,0
667,610,24,2900,643,0.818515,0.962145,0.173789,0.962145,0.826211,0.294402,0.840316,1.14498,0
668,610,24,2899,644,0.818233,0.962145,0.173839,0.962145,0.826161,0.294473,0.840077,1.145306,0
669,610,24,2898,645,0.817951,0.962145,0.173888,0.962145,0.826112,0.294544,0.839837,1.145633,0
670,610,24,2897,646,0.817669,0.962145,0.173938,0.962145,0.826062,0.294615,0.839598,1.14596,0
671,610,24,2896,647,0.817386,0.962145,0.173987,0.962145,0.826013,0.294686,0.839358,1.146286,0
672,610,24,2895,648,0.817104,0.962145,0.174037,0.962145,0.825963,0.294757,0.839119,1.146613,0
673,610,24,2894,649,0.816822,0.962145,0.174087,0.962145,0.825913,0.294828,0.83888,1.146941,0
674,610,24,2893,650,0.81654,0.962145,0.174136,0.962145,0.825864,0.2949,0.83864,1.147268,0
675,610,24,2892,651,0.816257,0.962145,0.174186,0.962145,0.825814,0.294971,0.838401,1.147596,0
676,610,24,2891,652,0.815975,0.962145,0.174236,0.962145,0.825764,0.295042,0.838161,1.147923,0
677,610,24,2890,653,0.815693,0.962145,0.174286,0.962145,0.825714,0.295114,0.837922,1.148251,0
678,610,24,2889,654,0.815411,0.962145,0.174336,0.962145,0.825664,0.295185,0.837683,1.14858,0
679,610,24,2888,655,0.815128,0.962145,0.174385,0.962145,0.825615,0.295257,0.837443,1.148908,0
680,610,24,2887,656,0.814846,0.962145,0.174435,0.962145,0.825565,0.295328,0.837204,1.149237,0
681,610,24,2886,657,0.814564,0.962145,0.174485,0.962145,0.825515,0.2954,0.836964,1.149565,0
682,610,24,2885,658,0.814282,0.962145,0.174535,0.962145,0.825465,0.295471,0.836725,1.149894,0
683,610,24,2884,659,0.813999,0.962145,0.174585,0.962145,0.825415,0.295543,0.836486,1.150223,0
684,610,24,2883,660,0.813717,0.962145,0.174635,0.962145,0.825365,0.295614,0.836246,1.150553,0
685,610,24,2882,661,0.813435,0.962145,0.174685,0.962145,0.825315,0.295686,0.836007,1.150882,0
686,610,24,2881,662,0.813153,0.962145,0.174735,0.962145,0.825265,0.295758,0.835767,1.151212,0
687,610,24,2880,663,0.81287,0.962145,0.174785,0.962145,0.825215,0.295829,0.835528,1.151542,0
688,610,24,2879,664,0.812588,0.962145,0.174835,0.962145,0.825165,0.295901,0.835288,1.151872,0
689,609,25,2879,664,0.812588,0.960568,0.174599,0.960568,0.825401,0.295488,0.835049,1.150313,0
690,609,25,2878,665,0.812306,0.960568,0.174649,0.960568,0.825351,0.295559,0.83481,1.150643,0
691,608,26,2878,665,0.812306,0.958991,0.174412,0.958991,0.825588,0.295146,0.83457,1.149083,0
692,608,26,2877,666,0.812024,0.958991,0.174462,0.958991,0.825538,0.295217,0.834331,1.149413,0
693,608,26,2876,667,0.811741,0.958991,0.174512,0.958991,0.825488,0.295289,0.834091,1.149743,0
694,608,26,2875,668,0.811459,0.958991,0.174562,0.958991,0.825438,0.295361,0.833852,1.150073,0
695,608,26,2874,669,0.811177,0.958991,0.174612,0.958991,0.825388,0.295432,0.833613,1.150403,0
696,607,27,2874,669,0.811177,0.957413,0.174375,0.957413,0.825625,0.295018,0.833373,1.148841,0
697,607,27,2873,670,0.810895,0.957413,0.174425,0.957413,0.825575,0.29509,0.833134,1.149171,0
698,607,27,2872,671,0.810612,0.957413,0.174475,0.957413,0.825525,0.295162,0.832894,1.149501,0
699,607,27,2871,672,0.81033,0.957413,0.174526,0.957413,0.825474,0.295233,0.832655,1.149832,0
700,607,27,2870,673,0.810048,0.957413,0.174576,0.957413,0.825424,0.295305,0.832416,1.150163,0
701,607,27,2869,674,0.809766,0.957413,0.174626,0.957413,0.825374,0.295377,0.832176,1.150493,0
702,607,27,2868,675,0.809483,0.957413,0.174676,0.957413,0.825324,0.295449,0.831937,1.150825,0
703,607,27,2867,676,0.809201,0.957413,0.174727,0.957413,0.825273,0.295521,0.831697,1.151156,0
704,607,27,2866,677,0.808919,0.957413,0.174777,0.957413,0.825223,0.295593,0.831458,1.151487,0
705,607,27,2865,678,0.808637,0.957413,0.174827,0.957413,0.825173,0.295665,0.831219,1.151819,0
706,607,27,2864,679,0.808355,0.957413,0.174878,0.957413,0.825122,0.295737,0.830979,1.152151,0
707,606,28,2864,679,0.808355,0.955836,0.17464,0.955836,0.82536,0.295322,0.83074,1.150584,0
708,606,28,2863,680,0.808072,0.955836,0.17469,0.955836,0.82531,0.295394,0.8305,1.150916,0
709,606,28,2862,681,0.80779,0.955836,0.17474,0.955836,0.82526,0.295466,0.830261,1.151248,0
710,606,28,2861,682,0.807508,0.955836,0.174791,0.955836,0.825209,0.295538,0.830022,1.15158,0
711,606,28,2860,683,0.807226,0.955836,0.174841,0.955836,0.825159,0.29561,0.829782,1.151912,0
712,606,28,2859,684,0.806943,0.955836,0.174892,0.955836,0.825108,0.295682,0.829543,1.152244,0
713,606,28,2858,685,0.806661,0.955836,0.174942,0.955836,0.825058,0.295754,0.829303,1.152577,0
714,606,28,2857,686,0.806379,0.955836,0.174993,0.955836,0.825007,0.295826,0.829064,1.15291,0
715,606,28,2856,687,0.806097,0.955836,0.175043,0.955836,0.824957,0.295898,0.828825,1.153243,0
716,606,28,2855,688,0.805814,0.955836,0.175094,0.955836,0.824906,0.295971,0.828585,1.153576,0
717,606,28,2854,689,0.805532,0.955836,0.175145,0.955836,0.824855,0.296043,0.828346,1.153909,0
718,606,28,2853,690,0.80525,0.955836,0.175195,0.955836,0.824805,0.296115,0.828106,1.154243,0.000001
719,606,28,2852,691,0.804968,0.955836,0.175246,0.955836,0.824754,0.296188,0.827867,1.154577,0.000001
720,606,28,2851,692,0.804685,0.955836,0.175296,0.955836,0.824704,0.29626,0.827627,1.154911,0.000001
721,606,28,2850,693,0.804403,0.955836,0.175347,0.955836,0.824653,0.296333,0.827388,1.155245,0.000001
722,606,28,2849,694,0.804121,0.955836,0.175398,0.955836,0.824602,0.296405,0.827149,1.155579,0.000001
723,606,28,2848,695,0.803839,0.955836,0.175449,0.955836,0.824551,0.296477,0.826909,1.155914,0.000001
724,606,28,2847,696,0.803556,0.955836,0.1755,0.955836,0.8245,0.29655,0.82667,1.156249,0.000001
725,606,28,2846,697,0.803274,0.955836,0.17555,0.955836,0.82445,0.296623,0.82643,1.156584,0.000001
726,606,28,2845,698,0.802992,0.955836,0.175601,0.955836,0.824399,0.296695,0.826191,1.156919,0.000001
727,606,28,2844,699,0.80271,0.955836,0.175652,0.955836,0.824348,0.296768,0.825952,1.157254,0.000001
728,606,28,2843,700,0.802427,0.955836,0.175703,0.955836,0.824297,0.296841,0.825712,1.15759,0.000001
729,605,29,2843,700,0.802427,0.954259,0.175464,0.954259,0.824536,0.296423,0.825473,1.156015,0.000001
730,605,29,2842,701,0.802145,0.954259,0.175515,0.954259,0.824485,0.296496,0.825233,1.15635,0.000001
731,605,29,2841,702,0.801863,0.954259,0.175566,0.954259,0.824434,0.296569,0.824994,1.156686,0.000001
732,605,29,2840,703,0.801581,0.954259,0.175617,0.954259,0.824383,0.296641,0.824755,1.157021,0.000001
733,605,29,2839,704,0.801298,0.954259,0.175668,0.954259,0.824332,0.296714,0.824515,1.157357,0.000001
734,605,29,2838,705,0.801016,0.954259,0.175719,0.954259,0.824281,0.296787,0.824276,1.157693,0.000001
735,605,29,2837,706,0.800734,0.954259,0.17577,0.954259,0.82423,0.29686,0.824036,1.15803,0.000001
736,605,29,2836,707,0.800452,0.954259,0.175821,0.954259,0.824179,0.296933,0.823797,1.158366,0.000001
737,605,29,2835,708,0.800169,0.954259,0.175872,0.954259,0.824128,0.297005,0.823558,1.158703,0.000001
738,605,29,2834,709,0.799887,0.954259,0.175923,0.954259,0.824077,0.297078,0.823318,1.15904,0.000001
739,605,29,2833,710,0.799605,0.954259,0.175974,0.954259,0.824026,0.297151,0.823079,1.159377,0.000001
740,605,29,2832,711,0.799323,0.954259,0.176026,0.954259,0.823974,0.297224,0.822839,1.159714,0.000001
741,605,29,2831,712,0.79904,0.954259,0.176077,0.954259,0.823923,0.297297,0.8226,1.160052,0.000001
742,605,29,2830,713,0.798758,0.954259,0.176128,0.954259,0.823872,0.29737,0.822361,1.16039,0.000001
743,605,29,2829,714,0.798476,0.954259,0.176179,0.954259,0.823821,0.297443,0.822121,1.160728,0.000001
744,605,29,2828,715,0.798194,0.954259,0.176231,0.954259,0.823769,0.297517,0.821882,1.161066,0.000001
745,604,30,2828,715,0.798194,0.952681,0.175991,0.952681,0.824009,0.297098,0.821642,1.159484,0.000001
746,604,30,2827,716,0.797911,0.952681,0.176042,0.952681,0.823958,0.297171,0.821403,1.159822,0.000001
747,603,31,2827,716,0.797911,0.951104,0.175802,0.951104,0.824198,0.296752,0.821164,1.15824,0.000001
748,603,31,2826,717,0.797629,0.951104,0.175853,0.951104,0.824147,0.296825,0.820924,1.158577,0.000001
749,603,31,2825,718,0.797347,0.951104,0.175904,0.951104,0.824096,0.296898,0.820685,1.158915,0.000001
750,603,31,2824,719,0.797065,0.951104,0.175956,0.951104,0.824044,0.296971,0.820445,1.159254,0.000001
751,603,31,2823,720,0.796782,0.951104,0.176007,0.951104,0.823993,0.297044,0.820206,1.159592,0.000001
752,603,31,2822,721,0.7965,0.951104,0.176058,0.951104,0.823942,0.297118,0.819966,1.15993,0.000001
753,603,31,2821,722,0.796218,0.951104,0.17611,0.951104,0.82389,0.297191,0.819727,1.160269,0.000001
754,603,31,2820,723,0.795936,0.951104,0.176161,0.951104,0.823839,0.297264,0.819488,1.160608,0.000001
755,603,31,2819,724,0.795653,0.951104,0.176213,0.951104,0.823787,0.297337,0.819248,1.160947,0.000001
756,603,31,2818,725,0.795371,0.951104,0.176264,0.951104,0.823736,0.297411,0.819009,1.161287,0.000001
757,603,31,2817,726,0.795089,0.951104,0.176316,0.951104,0.823684,0.297484,0.818769,1.161626,0.000001
758,603,31,2816,727,0.794807,0.951104,0.176367,0.951104,0.823633,0.297557,0.81853,1.161966,0.000001
759,603,31,2815,728,0.794524,0.951104,0.176419,0.951104,0.823581,0.297631,0.818291,1.162306,0.000001
760,603,31,2814,729,0.794242,0.951104,0.176471,0.951104,0.823529,0.297704,0.818051,1.162646,0.000001
761,603,31,2813,730,0.79396,0.951104,0.176522,0.951104,0.823478,0.297778,0.817812,1.162986,0.000001
762,603,31,2812,731,0.793678,0.951104,0.176574,0.951104,0.823426,0.297851,0.817572,1.163327,0.000001
763,603,31,2811,732,0.793395,0.951104,0.176626,0.951104,0.823374,0.297925,0.817333,1.163668,0.000001
764,603,31,2810,733,0.793113,0.951104,0.176677,0.951104,0.823323,0.297999,0.817094,1.164009,0.000001
765,603,31,2809,734,0.792831,0.951104,0.176729,0.951104,0.823271,0.298072,0.816854,1.16435,0.000001
766,603,31,2808,735,0.792549,0.951104,0.176781,0.951104,0.823219,0.298146,0.816615,1.164691,0.000001
767,603,31,2807,736,0.792266,0.951104,0.176833,0.951104,0.823167,0.29822,0.816375,1.165033,0.000001
768,603,31,2806,737,0.791984,0.951104,0.176885,0.951104,0.823115,0.298293,0.816136,1.165375,0.000001
769,603,31,2805,738,0.791702,0.951104,0.176937,0.951104,0.823063,0.298367,0.815897,1.165716,0.000001
770,602,32,2805,738,0.791702,0.949527,0.176695,0.949527,0.823305,0.297946,0.815657,1.164125,0.000001
771,602,32,2804,739,0.79142,0.949527,0.176747,0.949527,0.823253,0.29802,0.815418,1.164467,0.000001
772,602,32,2803,740,0.791137,0.949527,0.176799,0.949527,0.823201,0.298094,0.815178,1.164809,0.000001
773,602,32,2802,741,0.790855,0.949527,0.176851,0.949527,0.823149,0.298167,0.814939,1.165151,0.000001
774,602,32,2801,742,0.790573,0.949527,0.176903,0.949527,0.823097,0.298241,0.8147,1.165493,0.000001
775,602,32,2800,743,0.790291,0.949527,0.176955,0.949527,0.823045,0.298315,0.81446,1.165836,0.000001
776,602,32,2799,744,0.790008,0.949527,0.177007,0.949527,0.822993,0.298389,0.814221,1.166179,0.000001
777,602,32,2798,745,0.789726,0.949527,0.177059,0.949527,0.822941,0.298463,0.813981,1.166522,0.000001
778,602,32,2797,746,0.789444,0.949527,0.177111,0.949527,0.822889,0.298537,0.813742,1.166865,0.000001
779,602,32,2796,747,0.789162,0.949527,0.177163,0.949527,0.822837,0.298611,0.813503,1.167208,0.000001
780,602,32,2795,748,0.788879,0.949527,0.177215,0.949527,0.822785,0.298685,0.813263,1.167552,0.000001
781,602,32,2794,749,0.788597,0.949527,0.177267,0.949527,0.822733,0.298759,0.813024,1.167896,0.000002
782,602,32,2793,750,0.788315,0.949527,0.17732,0.949527,0.82268,0.298833,0.812784,1.16824,0.000002
783,602,32,2792,751,0.788033,0.949527,0.177372,0.949527,0.822628,0.298908,0.812545,1.168584,0.000002
784,602,32,2791,752,0.78775,0.949527,0.177424,0.949527,0.822576,0.298982,0.812305,1.168928,0.000002
785,602,32,2790,753,0.787468,0.949527,0.177476,0.949527,0.822524,0.299056,0.812066,1.169273,0.000002
786,602,32,2789,754,0.787186,0.949527,0.177529,0.949527,0.822471,0.29913,0.811827,1.169618,0.000002
787,602,32,2788,755,0.786904,0.949527,0.177581,0.949527,0.822419,0.299205,0.811587,1.169963,0.000002
788,602,32,2787,756,0.786622,0.949527,0.177634,0.949527,0.822366,0.299279,0.811348,1.170308,0.000002
789,602,32,2786,757,0.786339,0.949527,0.177686,0.949527,0.822314,0.299354,0.811108,1.170653,0.000002
790,602,32,2785,758,0.786057,0.949527,0.177738,0.949527,0.822262,0.299428,0.810869,1.170999,0.000002
791,602,32,2784,759,0.785775,0.949527,0.177791,0.949527,0.822209,0.299502,0.81063,1.171345,0.000002
792,602,32,2783,760,0.785493,0.949527,0.177843,0.949527,0.822157,0.299577,0.81039,1.171691,0.000002
793,602,32,2782,761,0.78521,0.949527,0.177896,0.949527,0.822104,0.299652,0.810151,1.172037,0.000002
794,602,32,2781,762,0.784928,0.949527,0.177949,0.949527,0.822051,0.299726,0.809911,1.172384,0.000002
795,602,32,2780,763,0.784646,0.949527,0.178001,0.949527,0.821999,0.299801,0.809672,1.17273,0.000002
796,602,32,2779,764,0.784364,0.949527,0.178054,0.949527,0.821946,0.299875,0.809433,1.173077,0.000002
797,602,32,2778,765,0.784081,0.949527,0.178107,0.949527,0.821893,0.29995,0.809193,1.173424,0.000002
798,602,32,2777,766,0.783799,0.949527,0.178159,0.949527,0.821841,0.300025,0.808954,1.173771,0.000002
799,602,32,2776,767,0.783517,0.949527,0.178212,0.949527,0.821788,0.3001,0.808714,1.174119,0.000002
800,602,32,2775,768,0.783235,0.949527,0.178265,0.949527,0.821735,0.300175,0.808475,1.174467,0.000002
801,602,32,2774,769,0.782952,0.949527,0.178318,0.949527,0.821682,0.300249,0.808236,1.174814,0.000002
802,602,32,2773,770,0.78267,0.949527,0.17837,0.949527,0.82163,0.300324,0.807996,1.175163,0.000002
803,602,32,2772,771,0.782388,0.949527,0.178423,0.949527,0.821577,0.300399,0.807757,1.175511,0.000002
804,602,32,2771,772,0.782106,0.949527,0.178476,0.949527,0.821524,0.300474,0.807517,1.175859,0.000002
805,602,32,2770,773,0.781823,0.949527,0.178529,0.949527,0.821471,0.300549,0.807278,1.176208,0.000002
806,602,32,2769,774,0.781541,0.949527,0.178582,0.949527,0.821418,0.300624,0.807039,1.176557,0.000002
807,602,32,2768,775,0.781259,0.949527,0.178635,0.949527,0.821365,0.300699,0.806799,1.176906,0.000003
808,602,32,2767,776,0.780977,0.949527,0.178688,0.949527,0.821312,0.300774,0.80656,1.177255,0.000003
809,602,32,2766,777,0.780694,0.949527,0.178741,0.949527,0.821259,0.30085,0.80632,1.177605,0.000003
810,602,32,2765,778,0.780412,0.949527,0.178794,0.949527,0.821206,0.300925,0.806081,1.177955,0.000003
811,602,32,2764,779,0.78013,0.949527,0.178847,0.949527,0.821153,0.301,0.805842,1.178305,0.000003
812,602,32,2763,780,0.779848,0.949527,0.1789,0.949527,0.8211,0.301075,0.805602,1.178655,0.000003
813,602,32,2762,781,0.779565,0.949527,0.178954,0.949527,0.821046,0.301151,0.805363,1.179005,0.000003
814,601,33,2762,781,0.779565,0.94795,0.178709,0.94795,0.821291,0.300726,0.805123,1.177397,0.000003
815,601,33,2761,782,0.779283,0.94795,0.178763,0.94795,0.821237,0.300801,0.804884,1.177747,0.000003
816,601,33,2760,783,0.779001,0.94795,0.178816,0.94795,0.821184,0.300876,0.804644,1.178097,0.000003
817,601,33,2759,784,0.778719,0.94795,0.178869,0.94795,0.821131,0.300951,0.804405,1.178448,0.000003
818,601,33,2758,785,0.778436,0.94795,0.178922,0.94795,0.821078,0.301027,0.804166,1.178799,0.000003
819,601,33,2757,786,0.778154,0.94795,0.178976,0.94795,0.821024,0.301102,0.803926,1.17915,0.000003
820,601,33,2756,787,0.777872,0.94795,0.179029,0.94795,0.820971,0.301178,0.803687,1.179501,0.000003
821,600,34,2756,787,0.777872,0.946372,0.178784,0.946372,0.821216,0.300752,0.803447,1.177889,0.000003
822,600,34,2755,788,0.77759,0.946372,0.178838,0.946372,0.821162,0.300827,0.803208,1.17824,0.000003
823,600,34,2754,789,0.777307,0.946372,0.178891,0.946372,0.821109,0.300903,0.802969,1.178592,0.000003
824,600,34,2753,790,0.777025,0.946372,0.178944,0.946372,0.821056,0.300978,0.802729,1.178943,0.000003
825,600,34,2752,791,0.776743,0.946372,0.178998,0.946372,0.821002,0.301054,0.80249,1.179295,0.000003
826,600,34,2751,792,0.776461,0.946372,0.179051,0.946372,0.820949,0.301129,0.80225,1.179647,0.000003
