@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
2153,433,201,1591,1952,0.449054,0.682965,0.213933,0.682965,0.786067,0.325809,0.484558,1.40946,0.054445
2154,433,201,1590,1953,0.448772,0.682965,0.214039,0.682965,0.785961,0.325932,0.484319,1.410156,0.05448
2155,433,201,1589,1954,0.44849,0.682965,0.214144,0.682965,0.785856,0.326054,0.484079,1.410854,0.054657
2156,433,201,1588,1955,0.448208,0.682965,0.21425,0.682965,0.78575,0.326177,0.48384,1.411552,0.054658
2157,433,201,1587,1956,0.447925,0.682965,0.214356,0.682965,0.785644,0.3263,0.483601,1.412251,0.054841
2158,433,201,1586,1957,0.447643,0.682965,0.214463,0.682965,0.785537,0.326423,0.483361,1.41295,0.054904
2159,433,201,1585,1958,0.447361,0.682965,0.214569,0.682965,0.785431,0.326546,0.483122,1.41365,0.054935
2160,433,201,1584,1959,0.447079,0.682965,0.214675,0.682965,0.785325,0.326669,0.482882,1.414351,0.054988
2161,432,202,1584,1959,0.447079,0.681388,0.214286,0.681388,0.785714,0.326038,0.482643,1.411785,0.055039
2162,432,202,1583,1960,0.446797,0.681388,0.214392,0.681388,0.785608,0.326161,0.482404,1.412485,0.055096
2163,432,202,1582,1961,0.446514,0.681388,0.214499,0.681388,0.785501,0.326284,0.482164,1.413187,0.055196
2164,432,202,1581,1962,0.446232,0.681388,0.214605,0.681388,0.785395,0.326407,0.481925,1.413889,0.055262
2165,432,202,1580,1963,0.44595,0.681388,0.214712,0.681388,0.785288,0.326531,0.481685,1.414591,0.055406
2166,432,202,1579,1964,0.445668,0.681388,0.214818,0.681388,0.785182,0.326654,0.481446,1.415295,0.055415
2167,432,202,1578,1965,0.445385,0.681388,0.214925,0.681388,0.785075,0.326778,0.481207,1.415999,0.055628
2168,431,203,1578,1965,0.445385,0.679811,0.214535,0.679811,0.785465,0.326145,0.480967,1.413424,0.056351
2169,431,203,1577,1966,0.445103,0.679811,0.214641,0.679811,0.785359,0.326268,0.480728,1.414128,0.056498
2170,430,204,1577,1966,0.445103,0.678233,0.21425,0.678233,0.78575,0.325634,0.480488,1.41155,0.056643
2171,430,204,1576,1967,0.444821,0.678233,0.214357,0.678233,0.785643,0.325758,0.480249,1.412254,0.056816
2172,429,205,1576,1967,0.444821,0.676656,0.213965,0.676656,0.786035,0.325123,0.48001,1.409672,0.057099
2173,429,205,1575,1968,0.444539,0.676656,0.214072,0.676656,0.785928,0.325246,0.47977,1.410376,0.057531
2174,429,205,1574,1969,0.444256,0.676656,0.214179,0.676656,0.785821,0.32537,0.479531,1.41108,0.057588
2175,429,205,1573,1970,0.443974,0.676656,0.214286,0.676656,0.785714,0.325493,0.479291,1.411785,0.057832
2176,428,206,1573,1970,0.443974,0.675079,0.213893,0.675079,0.786107,0.324858,0.479052,1.409198,0.058166
2177,428,206,1572,1971,0.443692,0.675079,0.214,0.675079,0.786,0.324981,0.478813,1.409902,0.058226
2178,428,206,1571,1972,0.44341,0.675079,0.214107,0.675079,0.785893,0.325104,0.478573,1.410608,0.058364
2179,428,206,1570,1973,0.443127,0.675079,0.214214,0.675079,0.785786,0.325228,0.478334,1.411314,0.058435
2180,428,206,1569,1974,0.442845,0.675079,0.214321,0.675079,0.785679,0.325352,0.478094,1.41202,0.058453
2181,427,207,1569,1974,0.442845,0.673502,0.213928,0.673502,0.786072,0.324715,0.477855,1.409427,0.058472
2182,426,208,1569,1974,0.442845,0.671924,0.213534,0.671924,0.786466,0.324078,0.477616,1.406831,0.05877
2183,426,208,1568,1975,0.442563,0.671924,0.213641,0.671924,0.786359,0.324201,0.477376,1.407536,0.058772
2184,426,208,1567,1976,0.442281,0.671924,0.213748,0.671924,0.786252,0.324324,0.477137,1.408243,0.058881
2185,425,209,1567,1976,0.442281,0.670347,0.213353,0.670347,0.786647,0.323686,0.476897,1.405642,0.059199
2186,425,209,1566,1977,0.441998,0.670347,0.213461,0.670347,0.786539,0.32381,0.476658,1.406348,0.059232
2187,424,210,1566,1977,0.441998,0.66877,0.213065,0.66877,0.786935,0.323171,0.476418,1.403744,0.059236
2188,423,211,1566,1977,0.441998,0.667192,0.21267,0.667192,0.78733,0.322531,0.476179,1.401138,0.05933
2189,423,211,1565,1978,0.441716,0.667192,0.212777,0.667192,0.787223,0.322654,0.47594,1.401842,0.059544
2190,422,212,1565,1978,0.441716,0.665615,0.21238,0.665615,0.78762,0.322014,0.4757,1.399232,0.05956
2191,421,213,1565,1978,0.441716,0.664038,0.211984,0.664038,0.788016,0.321374,0.475461,1.396619,0.059624
2192,421,213,1564,1979,0.441434,0.664038,0.212091,0.664038,0.787909,0.321497,0.475221,1.397323,0.059678
2193,421,213,1563,1980,0.441152,0.664038,0.212198,0.664038,0.787802,0.32162,0.474982,1.398027,0.059735
2194,421,213,1562,1981,0.440869,0.664038,0.212305,0.664038,0.787695,0.321742,0.474743,1.398732,0.059777
2195,421,213,1561,1982,0.440587,0.664038,0.212412,0.664038,0.787588,0.321865,0.474503,1.399438,0.059786
2196,420,214,1561,1982,0.440587,0.662461,0.212014,0.662461,0.787986,0.321224,0.474264,1.396819,0.059825
2197,420,214,1560,1983,0.440305,0.662461,0.212121,0.662461,0.787879,0.321347,0.474024,1.397524,0.059896
2198,420,214,1559,1984,0.440023,0.662461,0.212228,0.662461,0.787772,0.32147,0.473785,1.39823,0.060004
2199,420,214,1558,1985,0.43974,0.662461,0.212336,0.662461,0.787664,0.321593,0.473546,1.398937,0.060106
2200,420,214,1557,1986,0.439458,0.662461,0.212443,0.662461,0.787557,0.321716,0.473306,1.399645,0.060293
2201,420,214,1556,1987,0.439176,0.662461,0.212551,0.662461,0.787449,0.321839,0.473067,1.400353,0.060391
2202,420,214,1555,1988,0.438894,0.662461,0.212658,0.662461,0.787342,0.321962,0.472827,1.401062,0.06052
2203,420,214,1554,1989,0.438611,0.662461,0.212766,0.662461,0.787234,0.322086,0.472588,1.401772,0.060533
2204,420,214,1553,1990,0.438329,0.662461,0.212874,0.662461,0.787126,0.322209,0.472349,1.402482,0.060786
2205,420,214,1552,1991,0.438047,0.662461,0.212982,0.662461,0.787018,0.322333,0.472109,1.403194,0.060871
2206,420,214,1551,1992,0.437765,0.662461,0.21309,0.662461,0.78691,0.322457,0.47187,1.403906,0.060922
2207,420,214,1550,1993,0.437482,0.662461,0.213198,0.662461,0.786802,0.322581,0.47163,1.404618,0.060992
2208,420,214,1549,1994,0.4372,0.662461,0.213306,0.662461,0.786694,0.322705,0.471391,1.405332,0.061171
2209,419,215,1549,1994,0.4372,0.660883,0.212907,0.660883,0.787093,0.32206,0.471152,1.402698,0.061285
2210,419,215,1548,1995,0.436918,0.660883,0.213015,0.660883,0.786985,0.322184,0.470912,1.403411,0.06134
2211,418,216,1548,1995,0.436918,0.659306,0.212614,0.659306,0.787386,0.321538,0.470673,1.400774,0.061813
2212,417,217,1548,1995,0.436918,0.657729,0.212214,0.657729,0.787786,0.320893,0.470433,1.398134,0.061829
2213,417,217,1547,1996,0.436636,0.657729,0.212322,0.657729,0.787678,0.321016,0.470194,1.398846,0.061833
2214,417,217,1546,1997,0.436353,0.657729,0.21243,0.657729,0.78757,0.32114,0.469955,1.399558,0.061906
2215,417,217,1545,1998,0.436071,0.657729,0.212538,0.657729,0.787462,0.321263,0.469715,1.400272,0.062079
2216,416,218,1545,1998,0.436071,0.656151,0.212137,0.656151,0.787863,0.320617,0.469476,1.397626,0.062123
2217,416,218,1544,1999,0.435789,0.656151,0.212245,0.656151,0.787755,0.32074,0.469236,1.398339,0.062331
2218,416,218,1543,2000,0.435507,0.656151,0.212353,0.656151,0.787647,0.320864,0.468997,1.399053,0.062382
2219,416,218,1542,2001,0.435224,0.656151,0.212462,0.656151,0.787538,0.320988,0.468757,1.399767,0.062525
2220,416,218,1541,2002,0.434942,0.656151,0.21257,0.656151,0.78743,0.321112,0.468518,1.400483,0.062708
2221,415,219,1541,2002,0.434942,0.654574,0.212168,0.654574,0.787832,0.320463,0.468279,1.39783,0.062711
2222,414,220,1541,2002,0.434942,0.652997,0.211765,0.652997,0.788235,0.319815,0.468039,1.395175,0.062724
2223,414,220,1540,2003,0.43466,0.652997,0.211873,0.652997,0.788127,0.319938,0.4678,1.395889,0.062802
2224,414,220,1539,2004,0.434378,0.652997,0.211982,0.652997,0.788018,0.320062,0.46756,1.396604,0.062853
2225,414,220,1538,2005,0.434095,0.652997,0.21209,0.652997,0.78791,0.320186,0.467321,1.39732,0.063038
2226,414,220,1537,2006,0.433813,0.652997,0.212199,0.652997,0.787801,0.320309,0.467082,1.398036,0.063256
2227,414,220,1536,2007,0.433531,0.652997,0.212308,0.652997,0.787692,0.320433,0.466842,1.398753,0.06332
2228,414,220,1535,2008,0.433249,0.652997,0.212417,0.652997,0.787583,0.320557,0.466603,1.39947,0.063356
2229,414,220,1534,2009,0.432966,0.652997,0.212526,0.652997,0.787474,0.320682,0.466363,1.400189,0.063382
2230,414,220,1533,2010,0.432684,0.652997,0.212635,0.652997,0.787365,0.320806,0.466124,1.400908,0.063434
2231,414,220,1532,2011,0.432402,0.652997,0.212744,0.652997,0.787256,0.32093,0.465885,1.401628,0.063484
2232,414,220,1531,2012,0.43212,0.652997,0.212853,0.652997,0.787147,0.321055,0.465645,1.402348,0.063574
2233,414,220,1530,2013,0.431837,0.652997,0.212963,0.652997,0.787037,0.321179,0.465406,1.40307,0.063614
2234,414,220,1529,2014,0.431555,0.652997,0.213073,0.652997,0.786927,0.321304,0.465166,1.403792,0.063785
2235,414,220,1528,2015,0.431273,0.652997,0.213182,0.652997,0.786818,0.321429,0.464927,1.404515,0.064056
2236,414,220,1527,2016,0.430991,0.652997,0.213292,0.652997,0.786708,0.321553,0.464688,1.405238,0.064099
2237,414,220,1526,2017,0.430708,0.652997,0.213402,0.652997,0.786598,0.321678,0.464448,1.405963,0.064623
2238,414,220,1525,2018,0.430426,0.652997,0.213512,0.652997,0.786488,0.321803,0.464209,1.406688,0.064768
2239,413,221,1525,2018,0.430426,0.65142,0.213106,0.65142,0.786894,0.321151,0.463969,1.404014,0.064931
2240,413,221,1524,2019,0.430144,0.65142,0.213216,0.65142,0.786784,0.321276,0.46373,1.404739,0.064985
2241,412,222,1524,2019,0.430144,0.649842,0.21281,0.649842,0.78719,0.320623,0.463491,1.402062,0.065001
2242,412,222,1523,2020,0.429862,0.649842,0.21292,0.649842,0.78708,0.320747,0.463251,1.402786,0.065141
2243,412,222,1522,2021,0.429579,0.649842,0.21303,0.649842,0.78697,0.320872,0.463012,1.403511,0.065156
2244,411,223,1522,2021,0.429579,0.648265,0.212623,0.648265,0.787377,0.320218,0.462772,1.400829,0.065493
2245,411,223,1521,2022,0.429297,0.648265,0.212733,0.648265,0.787267,0.320343,0.462533,1.401554,0.065556
2246,411,223,1520,2023,0.429015,0.648265,0.212843,0.648265,0.787157,0.320468,0.462294,1.40228,0.065731
2247,410,224,1520,2023,0.429015,0.646688,0.212435,0.646688,0.787565,0.319813,0.462054,1.399593,0.065837
2248,410,224,1519,2024,0.428733,0.646688,0.212545,0.646688,0.787455,0.319938,0.461815,1.400319,0.066033
2249,410,224,1518,2025,0.42845,0.646688,0.212656,0.646688,0.787344,0.320062,0.461575,1.401045,0.066208
2250,410,224,1517,2026,0.428168,0.646688,0.212766,0.646688,0.787234,0.320187,0.461336,1.401772,0.066485
2251,410,224,1516,2027,0.427886,0.646688,0.212876,0.646688,0.787124,0.320312,0.461096,1.4025,0.066497
2252,409,225,1516,2027,0.427886,0.64511,0.212468,0.64511,0.787532,0.319656,0.460857,1.399806,0.066725
2253,408,226,1516,2027,0.427886,0.643533,0.212058,0.643533,0.787942,0.318999,0.460618,1.397109,0.066962
2254,408,226,1515,2028,0.427604,0.643533,0.212168,0.643533,0.787832,0.319124,0.460378,1.397836,0.067322
2255,407,227,1515,2028,0.427604,0.641956,0.211759,0.641956,0.788241,0.318466,0.460139,1.395135,0.06735
2256,407,227,1514,2029,0.427321,0.641956,0.211869,0.641956,0.788131,0.318591,0.459899,1.395861,0.067401
2257,407,227,1513,2030,0.427039,0.641956,0.211979,0.641956,0.788021,0.318716,0.45966,1.396588,0.06743
2258,407,227,1512,2031,0.426757,0.641956,0.21209,0.641956,0.78791,0.318841,0.459421,1.397316,0.067578
2259,407,227,1511,2032,0.426475,0.641956,0.2122,0.641956,0.7878,0.318966,0.459181,1.398045,0.067669
2260,407,227,1510,2033,0.426192,0.641956,0.212311,0.641956,0.787689,0.319091,0.458942,1.398774,0.067698
2261,407,227,1509,2034,0.42591,0.641956,0.212422,0.641956,0.787578,0.319216,0.458702,1.399504,0.067848
2262,407,227,1508,2035,0.425628,0.641956,0.212533,0.641956,0.787467,0.319341,0.458463,1.400235,0.067955
2263,407,227,1507,2036,0.425346,0.641956,0.212644,0.641956,0.787356,0.319466,0.458224,1.400966,0.068072
2264,406,228,1507,2036,0.425346,0.640379,0.212232,0.640379,0.787768,0.318806,0.457984,1.398255,0.068119
2265,406,228,1506,2037,0.425064,0.640379,0.212343,0.640379,0.787657,0.318932,0.457745,1.398986,0.068273
2266,406,228,1505,2038,0.424781,0.640379,0.212454,0.640379,0.787546,0.319057,0.457505,1.399718,0.068318
2267,406,228,1504,2039,0.424499,0.640379,0.212565,0.640379,0.787435,0.319182,0.457266,1.400451,0.068561
2268,406,228,1503,2040,0.424217,0.640379,0.212677,0.640379,0.787323,0.319308,0.457027,1.401184,0.06857
2269,406,228,1502,2041,0.423935,0.640379,0.212788,0.640379,0.787212,0.319434,0.456787,1.401919,0.068886
2270,406,228,1501,2042,0.423652,0.640379,0.2129,0.640379,0.7871,0.319559,0.456548,1.402654,0.069297
2271,406,228,1500,2043,0.42337,0.640379,0.213012,0.640379,0.786988,0.319685,0.456308,1.40339,0.06936
2272,405,229,1500,2043,0.42337,0.638801,0.212598,0.638801,0.787402,0.319023,0.456069,1.400668,0.069362
2273,405,229,1499,2044,0.423088,0.638801,0.21271,0.638801,0.78729,0.319149,0.45583,1.401404,0.069471
2274,405,229,1498,2045,0.422806,0.638801,0.212822,0.638801,0.787178,0.319275,0.45559,1.40214,0.069487
2275,405,229,1497,2046,0.422523,0.638801,0.212934,0.638801,0.787066,0.319401,0.455351,1.402877,0.069494
2276,405,229,1496,2047,0.422241,0.638801,0.213046,0.638801,0.786954,0.319527,0.455111,1.403615,0.069502
2277,405,229,1495,2048,0.421959,0.638801,0.213158,0.638801,0.786842,0.319653,0.454872,1.404354,0.069605
2278,404,230,1495,2048,0.421959,0.637224,0.212744,0.637224,0.787256,0.318989,0.454633,1.401624,0.070519
2279,404,230,1494,2049,0.421677,0.637224,0.212856,0.637224,0.787144,0.319115,0.454393,1.402363,0.070542
2280,403,231,1494,2049,0.421677,0.635647,0.212441,0.635647,0.787559,0.318451,0.454154,1.399629,0.070654
2281,403,231,1493,2050,0.421394,0.635647,0.212553,0.635647,0.787447,0.318577,0.453914,1.400367,0.070854
2282,403,231,1492,2051,0.421112,0.635647,0.212665,0.635647,0.787335,0.318703,0.453675,1.401106,0.070968
2283,403,231,1491,2052,0.42083,0.635647,0.212777,0.635647,0.787223,0.318829,0.453435,1.401846,0.070985
2284,403,231,1490,2053,0.420548,0.635647,0.21289,0.635647,0.78711,0.318955,0.453196,1.402586,0.071012
2285,403,231,1489,2054,0.420265,0.635647,0.213002,0.635647,0.786998,0.319082,0.452957,1.403328,0.071334
2286,402,232,1489,2054,0.420265,0.634069,0.212586,0.634069,0.787414,0.318416,0.452717,1.400586,0.071344
2287,402,232,1488,2055,0.419983,0.634069,0.212698,0.634069,0.787302,0.318542,0.452478,1.401327,0.07138
2288,402,232,1487,2056,0.419701,0.634069,0.212811,0.634069,0.787189,0.318668,0.452238,1.402069,0.071607
2289,402,232,1486,2057,0.419419,0.634069,0.212924,0.634069,0.787076,0.318795,0.451999,1.402811,0.071662
2290,402,232,1485,2058,0.419136,0.634069,0.213037,0.634069,0.786963,0.318921,0.45176,1.403555,0.071685
2291,401,233,1485,2058,0.419136,0.632492,0.212619,0.632492,0.787381,0.318254,0.45152,1.400806,0.07177
2292,401,233,1484,2059,0.418854,0.632492,0.212732,0.632492,0.787268,0.31838,0.451281,1.401549,0.07218
2293,401,233,1483,2060,0.418572,0.632492,0.212845,0.632492,0.787155,0.318507,0.451041,1.402293,0.072595
2294,401,233,1482,2061,0.41829,0.632492,0.212958,0.632492,0.787042,0.318633,0.450802,1.403037,0.072626
2295,400,234,1482,2061,0.41829,0.630915,0.21254,0.630915,0.78746,0.317965,0.450563,1.400282,0.072848
2296,400,234,1481,2062,0.418007,0.630915,0.212653,0.630915,0.787347,0.318091,0.450323,1.401027,0.073113
2297,400,234,1480,2063,0.417725,0.630915,0.212766,0.630915,0.787234,0.318218,0.450084,1.401772,0.07329
2298,400,234,1479,2064,0.417443,0.630915,0.212879,0.630915,0.787121,0.318345,0.449844,1.402518,0.073392
2299,400,234,1478,2065,0.417161,0.630915,0.212993,0.630915,0.787007,0.318471,0.449605,1.403265,0.073465
2300,399,235,1478,2065,0.417161,0.629338,0.212573,0.629338,0.787427,0.317802,0.449366,1.400502,0.073507
2301,398,236,1478,2065,0.417161,0.62776,0.212154,0.62776,0.787846,0.317131,0.449126,1.397737,0.07383
2302,398,236,1477,2066,0.416878,0.62776,0.212267,0.62776,0.787733,0.317258,0.448887,1.398482,0.073857
2303,398,236,1476,2067,0.416596,0.62776,0.21238,0.62776,0.78762,0.317384,0.448647,1.399229,0.074063
2304,397,237,1476,2067,0.416596,0.626183,0.211959,0.626183,0.788041,0.316713,0.448408,1.396458,0.074077
2305,397,237,1475,2068,0.416314,0.626183,0.212073,0.626183,0.787927,0.31684,0.448169,1.397204,0.074362
2306,397,237,1474,2069,0.416032,0.626183,0.212186,0.626183,0.787814,0.316966,0.447929,1.397951,0.074384
2307,397,237,1473,2070,0.415749,0.626183,0.212299,0.626183,0.787701,0.317093,0.44769,1.398699,0.074403
2308,397,237,1472,2071,0.415467,0.626183,0.212413,0.626183,0.787587,0.317219,0.44745,1.399447,0.074515
2309,397,237,1471,2072,0.415185,0.626183,0.212527,0.626183,0.787473,0.317346,0.447211,1.400196,0.074552
2310,396,238,1471,2072,0.415185,0.624606,0.212105,0.624606,0.787895,0.316673,0.446972,1.397417,0.074773
2311,396,238,1470,2073,0.414903,0.624606,0.212219,0.624606,0.787781,0.3168,0.446732,1.398166,0.074818
2312,396,238,1469,2074,0.41462,0.624606,0.212332,0.624606,0.787668,0.316927,0.446493,1.398916,0.075052
2313,396,238,1468,2075,0.414338,0.624606,0.212446,0.624606,0.787554,0.317054,0.446253,1.399666,0.075077
2314,396,238,1467,2076,0.414056,0.624606,0.21256,0.624606,0.78744,0.317181,0.446014,1.400418,0.075264
2315,396,238,1466,2077,0.413774,0.624606,0.212675,0.624606,0.787325,0.317308,0.445774,1.40117,0.075559
2316,396,238,1465,2078,0.413491,0.624606,0.212789,0.624606,0.787211,0.317435,0.445535,1.401923,0.075573
2317,396,238,1464,2079,0.413209,0.624606,0.212903,0.624606,0.787097,0.317562,0.445296,1.402676,0.075589
2318,395,239,1464,2079,0.413209,0.623028,0.21248,0.623028,0.78752,0.316887,0.445056,1.399887,0.075629
2319,395,239,1463,2080,0.412927,0.623028,0.212594,0.623028,0.787406,0.317014,0.444817,1.40064,0.075834
2320,394,240,1463,2080,0.412927,0.621451,0.21217,0.621451,0.78783,0.316339,0.444577,1.397847,0.075973
2321,394,240,1462,2081,0.412645,0.621451,0.212284,0.621451,0.787716,0.316466,0.444338,1.3986,0.076048
2322,394,240,1461,2082,0.412362,0.621451,0.212399,0.621451,0.787601,0.316593,0.444099,1.399354,0.076195
2323,394,240,1460,2083,0.41208,0.621451,0.212513,0.621451,0.787487,0.31672,0.443859,1.400109,0.076707
2324,394,240,1459,2084,0.411798,0.621451,0.212628,0.621451,0.787372,0.316848,0.44362,1.400864,0.076896
2325,394,240,1458,2085,0.411516,0.621451,0.212743,0.621451,0.787257,0.316975,0.44338,1.401621,0.076931
2326,394,240,1457,2086,0.411233,0.621451,0.212858,0.621451,0.787142,0.317103,0.443141,1.402378,0.077024
2327,394,240,1456,2087,0.410951,0.621451,0.212973,0.621451,0.787027,0.31723,0.442902,1.403136,0.077107
2328,394,240,1455,2088,0.410669,0.621451,0.213088,0.621451,0.786912,0.317358,0.442662,1.403895,0.077154
2329,394,240,1454,2089,0.410387,0.621451,0.213203,0.621451,0.786797,0.317486,0.442423,1.404654,0.077288
2330,394,240,1453,2090,0.410104,0.621451,0.213319,0.621451,0.786681,0.317614,0.442183,1.405415,0.077478
2331,394,240,1452,2091,0.409822,0.621451,0.213434,0.621451,0.786566,0.317742,0.441944,1.406176,0.077529
2332,394,240,1451,2092,0.40954,0.621451,0.21355,0.621451,0.78645,0.31787,0.441705,1.406938,0.07753
2333,394,240,1450,2093,0.409258,0.621451,0.213666,0.621451,0.786334,0.317998,0.441465,1.407701,0.077611
2334,394,240,1449,2094,0.408975,0.621451,0.213782,0.621451,0.786218,0.318127,0.441226,1.408465,0.077707
2335,394,240,1448,2095,0.408693,0.621451,0.213898,0.621451,0.786102,0.318255,0.440986,1.40923,0.078048
2336,394,240,1447,2096,0.408411,0.621451,0.214014,0.621451,0.785986,0.318384,0.440747,1.409995,0.078057
2337,394,240,1446,2097,0.408129,0.621451,0.21413,0.621451,0.78587,0.318513,0.440508,1.410762,0.078072
2338,394,240,1445,2098,0.407846,0.621451,0.214247,0.621451,0.785753,0.318641,0.440268,1.411529,0.078239
2339,394,240,1444,2099,0.407564,0.621451,0.214363,0.621451,0.785637,0.31877,0.440029,1.412297,0.078449
2340,394,240,1443,2100,0.407282,0.621451,0.21448,0.621451,0.78552,0.318899,0.439789,1.413065,0.079081
2341,394,240,1442,2101,0.407,0.621451,0.214597,0.621451,0.785403,0.319028,0.43955,1.413835,0.079377
2342,394,240,1441,2102,0.406717,0.621451,0.214714,0.621451,0.785286,0.319158,0.439311,1.414606,0.079393
2343,394,240,1440,2103,0.406435,0.621451,0.214831,0.621451,0.785169,0.319287,0.439071,1.415377,0.079809
2344,394,240,1439,2104,0.406153,0.621451,0.214948,0.621451,0.785052,0.319416,0.438832,1.416149,0.079977
2345,394,240,1438,2105,0.405871,0.621451,0.215066,0.621451,0.784934,0.319546,0.438592,1.416922,0.080028
2346,394,240,1437,2106,0.405588,0.621451,0.215183,0.621451,0.784817,0.319675,0.438353,1.417696,0.080386
2347,394,240,1436,2107,0.405306,0.621451,0.215301,0.621451,0.784699,0.319805,0.438113,1.418471,0.080649
2348,394,240,1435,2108,0.405024,0.621451,0.215418,0.621451,0.784582,0.319935,0.437874,1.419246,0.080788
2349,394,240,1434,2109,0.404742,0.621451,0.215536,0.621451,0.784464,0.320065,0.437635,1.420023,0.081073
2350,394,240,1433,2110,0.404459,0.621451,0.215654,0.621451,0.784346,0.320195,0.437395,1.4208,0.08111
2351,393,241,1433,2110,0.404459,0.619874,0.215225,0.619874,0.784775,0.319512,0.437156,1.41797,0.081356
2352,393,241,1432,2111,0.404177,0.619874,0.215342,0.619874,0.784658,0.319642,0.436916,1.418747,0.081886
2353,392,242,1432,2111,0.404177,0.618297,0.214912,0.618297,0.785088,0.318959,0.436677,1.415913,0.08194
2354,392,242,1431,2112,0.403895,0.618297,0.21503,0.618297,0.78497,0.319088,0.436438,1.416689,0.082071
2355,391,243,1431,2112,0.403895,0.616719,0.214599,0.616719,0.785401,0.318404,0.436198,1.413851,0.082112
2356,391,243,1430,2113,0.403613,0.616719,0.214717,0.616719,0.785283,0.318534,0.435959,1.414627,0.082123
2357,390,244,1430,2113,0.403613,0.615142,0.214286,0.615142,0.785714,0.317848,0.435719,1.411785,0.082278
2358,390,244,1429,2114,0.403331,0.615142,0.214404,0.615142,0.785596,0.317978,0.43548,1.412561,0.08262
2359,390,244,1428,2115,0.403048,0.615142,0.214521,0.615142,0.785479,0.318108,0.435241,1.413338,0.082984
2360,390,244,1427,2116,0.402766,0.615142,0.21464,0.615142,0.78536,0.318237,0.435001,1.414116,0.083061
2361,389,245,1427,2116,0.402766,0.613565,0.214207,0.613565,0.785793,0.317551,0.434762,1.411266,0.083655
2362,389,245,1426,2117,0.402484,0.613565,0.214325,0.613565,0.785675,0.317681,0.434522,1.412044,0.083834
2363,389,245,1425,2118,0.402202,0.613565,0.214443,0.613565,0.785557,0.31781,0.434283,1.412822,0.083886
2364,389,245,1424,2119,0.401919,0.613565,0.214562,0.613565,0.785438,0.31794,0.434044,1.413602,0.084031
2365,389,245,1423,2120,0.401637,0.613565,0.21468,0.613565,0.78532,0.31807,0.433804,1.414382,0.08409
2366,389,245,1422,2121,0.401355,0.613565,0.214798,0.613565,0.785202,0.3182,0.433565,1.415163,0.084123
2367,389,245,1421,2122,0.401073,0.613565,0.214917,0.613565,0.785083,0.318331,0.433325,1.415945,0.084187
2368,389,245,1420,2123,0.40079,0.613565,0.215036,0.613565,0.784964,0.318461,0.433086,1.416727,0.084218
2369,388,246,1420,2123,0.40079,0.611987,0.214602,0.611987,0.785398,0.317772,0.432847,1.413867,0.084227
2370,388,246,1419,2124,0.400508,0.611987,0.214721,0.611987,0.785279,0.317902,0.432607,1.414649,0.084379
2371,388,246,1418,2125,0.400226,0.611987,0.214839,0.611987,0.785161,0.318033,0.432368,1.415433,0.084385
2372,388,246,1417,2126,0.399944,0.611987,0.214958,0.611987,0.785042,0.318163,0.432128,1.416217,0.084418
2373,388,246,1416,2127,0.399661,0.611987,0.215078,0.611987,0.784922,0.318294,0.431889,1.417002,0.084684
2374,388,246,1415,2128,0.399379,0.611987,0.215197,0.611987,0.784803,0.318424,0.43165,1.417788,0.084966
2375,388,246,1414,2129,0.399097,0.611987,0.215316,0.611987,0.784684,0.318555,0.43141,1.418575,0.085062
2376,388,246,1413,2130,0.398815,0.611987,0.215436,0.611987,0.784564,0.318686,0.431171,1.419362,0.085532
2377,387,247,1413,2130,0.398815,0.61041,0.215,0.61041,0.785,0.317995,0.430931,1.416491,0.085604
2378,386,248,1413,2130,0.398815,0.608833,0.214564,0.608833,0.785436,0.317304,0.430692,1.413616,0.08562
2379,386,248,1412,2131,0.398532,0.608833,0.214683,0.608833,0.785317,0.317434,0.430452,1.414402,0.085892
2380,386,248,1411,2132,0.39825,0.608833,0.214802,0.608833,0.785198,0.317565,0.430213,1.415189,0.085966
2381,385,249,1411,2132,0.39825,0.607256,0.214365,0.607256,0.785635,0.316872,0.429974,1.412309,0.086041
2382,385,249,1410,2133,0.397968,0.607256,0.214485,0.607256,0.785515,0.317003,0.429734,1.413095,0.086198
2383,384,250,1410,2133,0.397968,0.605678,0.214047,0.605678,0.785953,0.31631,0.429495,1.410211,0.086665
2384,383,251,1410,2133,0.397968,0.604101,0.213608,0.604101,0.786392,0.315616,0.429255,1.407323,0.086785
2385,383,251,1409,2134,0.397686,0.604101,0.213728,0.604101,0.786272,0.315746,0.429016,1.408108,0.086812
2386,383,251,1408,2135,0.397403,0.604101,0.213847,0.604101,0.786153,0.315876,0.428777,1.408894,0.08718
2387,383,251,1407,2136,0.397121,0.604101,0.213966,0.604101,0.786034,0.316007,0.428537,1.409681,0.087369
2388,383,251,1406,2137,0.396839,0.604101,0.214086,0.604101,0.785914,0.316137,0.428298,1.410469,0.087402
2389,382,252,1406,2137,0.396839,0.602524,0.213647,0.602524,0.786353,0.315442,0.428058,1.407573,0.087419
